resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,generation_to_suppression,type
0.350,2.6,0.5,6.0,linear,258.687,recessivelethal
0.350,2.75,0.5,6.0,linear,145.250,recessivelethal
0.350,2.9,0.5,6.0,linear,114.100,recessivelethal
0.350,3.05,0.5,6.0,linear,97.850,recessivelethal
0.350,3.2,0.5,6.0,linear,87.650,recessivelethal
0.350,3.35,0.5,6.0,linear,80.150,recessivelethal
0.350,3.5,0.5,6.0,linear,74.550,recessivelethal
0.375,0.5,0.5,6.0,linear,NAN,recessivelethal
0.375,0.65,0.5,6.0,linear,NAN,recessivelethal
0.375,0.8,0.5,6.0,linear,NAN,recessivelethal
0.375,0.95,0.5,6.0,linear,NAN,recessivelethal
0.375,1.1,0.5,6.0,linear,NAN,recessivelethal
0.375,1.25,0.5,6.0,linear,NAN,recessivelethal
0.375,1.4,0.5,6.0,linear,NAN,recessivelethal
0.375,1.55,0.5,6.0,linear,NAN,recessivelethal
0.375,1.7,0.5,6.0,linear,NAN,recessivelethal
0.375,1.85,0.5,6.0,linear,NAN,recessivelethal
0.375,2.0,0.5,6.0,linear,NAN,recessivelethal
0.375,2.15,0.5,6.0,linear,NAN,recessivelethal
0.375,2.3,0.5,6.0,linear,NAN,recessivelethal
0.375,2.45,0.5,6.0,linear,NAN,recessivelethal
0.375,2.6,0.5,6.0,linear,193.200,recessivelethal
0.375,2.75,0.5,6.0,linear,130.500,recessivelethal
0.375,2.9,0.5,6.0,linear,108.850,recessivelethal
0.375,3.05,0.5,6.0,linear,92.950,recessivelethal
0.375,3.2,0.5,6.0,linear,84.600,recessivelethal
0.375,3.35,0.5,6.0,linear,77.850,recessivelethal
0.375,3.5,0.5,6.0,linear,73.200,recessivelethal
0.400,0.5,0.5,6.0,linear,NAN,recessivelethal
0.400,0.65,0.5,6.0,linear,NAN,recessivelethal
0.400,0.8,0.5,6.0,linear,NAN,recessivelethal
0.400,0.95,0.5,6.0,linear,NAN,recessivelethal
0.400,1.1,0.5,6.0,linear,NAN,recessivelethal
0.400,1.25,0.5,6.0,linear,NAN,recessivelethal
0.400,1.4,0.5,6.0,linear,NAN,recessivelethal
0.400,1.55,0.5,6.0,linear,NAN,recessivelethal
0.400,1.7,0.5,6.0,linear,NAN,recessivelethal
0.400,1.85,0.5,6.0,linear,NAN,recessivelethal
0.400,2.0,0.5,6.0,linear,NAN,recessivelethal
0.400,2.15,0.5,6.0,linear,NAN,recessivelethal
0.400,2.3,0.5,6.0,linear,NAN,recessivelethal
0.400,2.45,0.5,6.0,linear,NAN,recessivelethal
0.400,2.6,0.5,6.0,linear,164.700,recessivelethal
0.400,2.75,0.5,6.0,linear,121.050,recessivelethal
0.400,2.9,0.5,6.0,linear,102.000,recessivelethal
0.400,3.05,0.5,6.0,linear,89.800,recessivelethal
0.400,3.2,0.5,6.0,linear,81.700,recessivelethal
0.400,3.35,0.5,6.0,linear,77.050,recessivelethal
0.400,3.5,0.5,6.0,linear,71.300,recessivelethal
0.425,0.5,0.5,6.0,linear,NAN,recessivelethal
0.425,0.65,0.5,6.0,linear,NAN,recessivelethal
0.425,0.8,0.5,6.0,linear,NAN,recessivelethal
0.425,0.95,0.5,6.0,linear,NAN,recessivelethal
0.425,1.1,0.5,6.0,linear,NAN,recessivelethal
0.425,1.25,0.5,6.0,linear,NAN,recessivelethal
0.425,1.4,0.5,6.0,linear,NAN,recessivelethal
0.425,1.55,0.5,6.0,linear,NAN,recessivelethal
0.425,1.7,0.5,6.0,linear,NAN,recessivelethal
0.425,1.85,0.5,6.0,linear,NAN,recessivelethal
0.425,2.0,0.5,6.0,linear,NAN,recessivelethal
0.425,2.15,0.5,6.0,linear,NAN,recessivelethal
0.425,2.3,0.5,6.0,linear,NAN,recessivelethal
0.425,2.45,0.5,6.0,linear,262.250,recessivelethal
0.425,2.6,0.5,6.0,linear,147.100,recessivelethal
0.425,2.75,0.5,6.0,linear,114.200,recessivelethal
0.425,2.9,0.5,6.0,linear,97.250,recessivelethal
0.425,3.05,0.5,6.0,linear,87.200,recessivelethal
0.425,3.2,0.5,6.0,linear,79.250,recessivelethal
0.425,3.35,0.5,6.0,linear,74.600,recessivelethal
0.425,3.5,0.5,6.0,linear,69.200,recessivelethal
0.450,0.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.65,0.5,6.0,linear,NAN,recessivelethal
0.450,0.8,0.5,6.0,linear,NAN,recessivelethal
0.450,0.95,0.5,6.0,linear,NAN,recessivelethal
0.450,1.1,0.5,6.0,linear,NAN,recessivelethal
0.450,1.25,0.5,6.0,linear,NAN,recessivelethal
0.450,1.4,0.5,6.0,linear,NAN,recessivelethal
0.450,1.55,0.5,6.0,linear,NAN,recessivelethal
0.450,1.7,0.5,6.0,linear,NAN,recessivelethal
0.450,1.85,0.5,6.0,linear,NAN,recessivelethal
0.450,2.0,0.5,6.0,linear,NAN,recessivelethal
0.450,2.15,0.5,6.0,linear,NAN,recessivelethal
0.450,2.3,0.5,6.0,linear,NAN,recessivelethal
0.450,2.45,0.5,6.0,linear,197.650,recessivelethal
0.450,2.6,0.5,6.0,linear,129.850,recessivelethal
0.450,2.75,0.5,6.0,linear,106.350,recessivelethal
0.450,2.9,0.5,6.0,linear,93.250,recessivelethal
0.450,3.05,0.5,6.0,linear,84.200,recessivelethal
0.450,3.2,0.5,6.0,linear,76.950,recessivelethal
0.450,3.35,0.5,6.0,linear,72.050,recessivelethal
0.450,3.5,0.5,6.0,linear,68.550,recessivelethal
0.475,0.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.65,0.5,6.0,linear,NAN,recessivelethal
0.475,0.8,0.5,6.0,linear,NAN,recessivelethal
0.475,0.95,0.5,6.0,linear,NAN,recessivelethal
0.475,1.1,0.5,6.0,linear,NAN,recessivelethal
0.475,1.25,0.5,6.0,linear,NAN,recessivelethal
0.475,1.4,0.5,6.0,linear,NAN,recessivelethal
0.475,1.55,0.5,6.0,linear,NAN,recessivelethal
0.475,1.7,0.5,6.0,linear,NAN,recessivelethal
0.475,1.85,0.5,6.0,linear,NAN,recessivelethal
0.475,2.0,0.5,6.0,linear,NAN,recessivelethal
0.475,2.15,0.5,6.0,linear,NAN,recessivelethal
0.475,2.3,0.5,6.0,linear,NAN,recessivelethal
0.475,2.45,0.5,6.0,linear,164.450,recessivelethal
0.475,2.6,0.5,6.0,linear,120.900,recessivelethal
0.475,2.75,0.5,6.0,linear,100.700,recessivelethal
0.475,2.9,0.5,6.0,linear,88.800,recessivelethal
0.475,3.05,0.5,6.0,linear,81.400,recessivelethal
0.475,3.2,0.5,6.0,linear,75.200,recessivelethal
0.475,3.35,0.5,6.0,linear,70.000,recessivelethal
0.475,3.5,0.5,6.0,linear,66.950,recessivelethal
0.500,0.5,0.5,6.0,linear,NAN,recessivelethal
0.500,0.65,0.5,6.0,linear,NAN,recessivelethal
0.500,0.8,0.5,6.0,linear,NAN,recessivelethal
0.500,0.95,0.5,6.0,linear,NAN,recessivelethal
0.500,1.1,0.5,6.0,linear,NAN,recessivelethal
0.500,1.25,0.5,6.0,linear,NAN,recessivelethal
0.500,1.4,0.5,6.0,linear,NAN,recessivelethal
0.500,1.55,0.5,6.0,linear,NAN,recessivelethal
0.500,1.7,0.5,6.0,linear,NAN,recessivelethal
0.500,1.85,0.5,6.0,linear,NAN,recessivelethal
0.500,2.0,0.5,6.0,linear,NAN,recessivelethal
0.500,2.15,0.5,6.0,linear,NAN,recessivelethal
0.500,2.3,0.5,6.0,linear,269.500,recessivelethal
0.500,2.45,0.5,6.0,linear,144.900,recessivelethal
0.500,2.6,0.5,6.0,linear,112.650,recessivelethal
0.500,2.75,0.5,6.0,linear,95.800,recessivelethal
0.500,2.9,0.5,6.0,linear,85.100,recessivelethal
0.500,3.05,0.5,6.0,linear,78.900,recessivelethal
0.500,3.2,0.5,6.0,linear,73.550,recessivelethal
0.500,3.35,0.5,6.0,linear,68.800,recessivelethal
0.500,3.5,0.5,6.0,linear,65.450,recessivelethal
