resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,suppression_rate,type
0.000,0.5,0.5,6.0,linear,0,haplolethal
0.000,0.65,0.5,6.0,linear,0,haplolethal
0.000,0.8,0.5,6.0,linear,0,haplolethal
0.000,0.95,0.5,6.0,linear,0,haplolethal
0.000,1.1,0.5,6.0,linear,0,haplolethal
0.000,1.25,0.5,6.0,linear,0,haplolethal
0.000,1.4,0.5,6.0,linear,0,haplolethal
0.000,1.55,0.5,6.0,linear,0,haplolethal
0.000,1.7,0.5,6.0,linear,0,haplolethal
0.000,1.85,0.5,6.0,linear,0,haplolethal
0.000,2.0,0.5,6.0,linear,0,haplolethal
0.000,2.15,0.5,6.0,linear,0,haplolethal
0.000,2.3,0.5,6.0,linear,0,haplolethal
0.000,2.45,0.5,6.0,linear,0,haplolethal
0.000,2.6,0.5,6.0,linear,0,haplolethal
0.000,2.75,0.5,6.0,linear,0,haplolethal
0.000,2.9,0.5,6.0,linear,0,haplolethal
0.000,3.05,0.5,6.0,linear,1.00,haplolethal
0.000,3.2,0.5,6.0,linear,1.00,haplolethal
0.000,3.35,0.5,6.0,linear,1.00,haplolethal
0.000,3.5,0.5,6.0,linear,1.00,haplolethal
0.025,0.5,0.5,6.0,linear,0,haplolethal
0.025,0.65,0.5,6.0,linear,0,haplolethal
0.025,0.8,0.5,6.0,linear,0,haplolethal
0.025,0.95,0.5,6.0,linear,0,haplolethal
0.025,1.1,0.5,6.0,linear,0,haplolethal
0.025,1.25,0.5,6.0,linear,0,haplolethal
0.025,1.4,0.5,6.0,linear,0,haplolethal
0.025,1.55,0.5,6.0,linear,0,haplolethal
0.025,1.7,0.5,6.0,linear,0,haplolethal
0.025,1.85,0.5,6.0,linear,0,haplolethal
0.025,2.0,0.5,6.0,linear,0,haplolethal
0.025,2.15,0.5,6.0,linear,0,haplolethal
0.025,2.3,0.5,6.0,linear,0,haplolethal
0.025,2.45,0.5,6.0,linear,0,haplolethal
0.025,2.6,0.5,6.0,linear,0,haplolethal
0.025,2.75,0.5,6.0,linear,0,haplolethal
0.025,2.9,0.5,6.0,linear,1.00,haplolethal
0.025,3.05,0.5,6.0,linear,1.00,haplolethal
0.025,3.2,0.5,6.0,linear,1.00,haplolethal
0.025,3.35,0.5,6.0,linear,1.00,haplolethal
0.025,3.5,0.5,6.0,linear,1.00,haplolethal
0.050,0.5,0.5,6.0,linear,0,haplolethal
0.050,0.65,0.5,6.0,linear,0,haplolethal
0.050,0.8,0.5,6.0,linear,0,haplolethal
0.050,0.95,0.5,6.0,linear,0,haplolethal
0.050,1.1,0.5,6.0,linear,0,haplolethal
0.050,1.25,0.5,6.0,linear,0,haplolethal
0.050,1.4,0.5,6.0,linear,0,haplolethal
0.050,1.55,0.5,6.0,linear,0,haplolethal
0.050,1.7,0.5,6.0,linear,0,haplolethal
0.050,1.85,0.5,6.0,linear,0,haplolethal
0.050,2.0,0.5,6.0,linear,0,haplolethal
0.050,2.15,0.5,6.0,linear,0,haplolethal
0.050,2.3,0.5,6.0,linear,0,haplolethal
0.050,2.45,0.5,6.0,linear,0,haplolethal
0.050,2.6,0.5,6.0,linear,0,haplolethal
0.050,2.75,0.5,6.0,linear,1.00,haplolethal
0.050,2.9,0.5,6.0,linear,1.00,haplolethal
0.050,3.05,0.5,6.0,linear,1.00,haplolethal
0.050,3.2,0.5,6.0,linear,1.00,haplolethal
0.050,3.35,0.5,6.0,linear,1.00,haplolethal
0.050,3.5,0.5,6.0,linear,1.00,haplolethal
0.075,0.5,0.5,6.0,linear,0,haplolethal
0.075,0.65,0.5,6.0,linear,0,haplolethal
0.075,0.8,0.5,6.0,linear,0,haplolethal
0.075,0.95,0.5,6.0,linear,0,haplolethal
0.075,1.1,0.5,6.0,linear,0,haplolethal
0.075,1.25,0.5,6.0,linear,0,haplolethal
0.075,1.4,0.5,6.0,linear,0,haplolethal
0.075,1.55,0.5,6.0,linear,0,haplolethal
0.075,1.7,0.5,6.0,linear,0,haplolethal
0.075,1.85,0.5,6.0,linear,0,haplolethal
0.075,2.0,0.5,6.0,linear,0,haplolethal
0.075,2.15,0.5,6.0,linear,0,haplolethal
0.075,2.3,0.5,6.0,linear,0,haplolethal
0.075,2.45,0.5,6.0,linear,0,haplolethal
0.075,2.6,0.5,6.0,linear,1.00,haplolethal
0.075,2.75,0.5,6.0,linear,1.00,haplolethal
0.075,2.9,0.5,6.0,linear,1.00,haplolethal
0.075,3.05,0.5,6.0,linear,1.00,haplolethal
0.075,3.2,0.5,6.0,linear,1.00,haplolethal
0.075,3.35,0.5,6.0,linear,1.00,haplolethal
0.075,3.5,0.5,6.0,linear,1.00,haplolethal
0.100,0.5,0.5,6.0,linear,0,haplolethal
0.100,0.65,0.5,6.0,linear,0,haplolethal
0.100,0.8,0.5,6.0,linear,0,haplolethal
0.100,0.95,0.5,6.0,linear,0,haplolethal
0.100,1.1,0.5,6.0,linear,0,haplolethal
0.100,1.25,0.5,6.0,linear,0,haplolethal
0.100,1.4,0.5,6.0,linear,0,haplolethal
0.100,1.55,0.5,6.0,linear,0,haplolethal
0.100,1.7,0.5,6.0,linear,0,haplolethal
0.100,1.85,0.5,6.0,linear,0,haplolethal
0.100,2.0,0.5,6.0,linear,0,haplolethal
0.100,2.15,0.5,6.0,linear,0,haplolethal
0.100,2.3,0.5,6.0,linear,0,haplolethal
0.100,2.45,0.5,6.0,linear,.85,haplolethal
0.100,2.6,0.5,6.0,linear,1.00,haplolethal
0.100,2.75,0.5,6.0,linear,1.00,haplolethal
0.100,2.9,0.5,6.0,linear,1.00,haplolethal
0.100,3.05,0.5,6.0,linear,1.00,haplolethal
0.100,3.2,0.5,6.0,linear,1.00,haplolethal
0.100,3.35,0.5,6.0,linear,1.00,haplolethal
0.100,3.5,0.5,6.0,linear,1.00,haplolethal
0.125,0.5,0.5,6.0,linear,0,haplolethal
0.125,0.65,0.5,6.0,linear,0,haplolethal
0.125,0.8,0.5,6.0,linear,0,haplolethal
0.125,0.95,0.5,6.0,linear,0,haplolethal
0.125,1.1,0.5,6.0,linear,0,haplolethal
0.125,1.25,0.5,6.0,linear,0,haplolethal
0.125,1.4,0.5,6.0,linear,0,haplolethal
0.125,1.55,0.5,6.0,linear,0,haplolethal
0.125,1.7,0.5,6.0,linear,0,haplolethal
0.125,1.85,0.5,6.0,linear,0,haplolethal
0.125,2.0,0.5,6.0,linear,0,haplolethal
0.125,2.15,0.5,6.0,linear,0,haplolethal
0.125,2.3,0.5,6.0,linear,.20,haplolethal
0.125,2.45,0.5,6.0,linear,1.00,haplolethal
0.125,2.6,0.5,6.0,linear,1.00,haplolethal
0.125,2.75,0.5,6.0,linear,1.00,haplolethal
0.125,2.9,0.5,6.0,linear,1.00,haplolethal
0.125,3.05,0.5,6.0,linear,1.00,haplolethal
0.125,3.2,0.5,6.0,linear,1.00,haplolethal
0.125,3.35,0.5,6.0,linear,1.00,haplolethal
0.125,3.5,0.5,6.0,linear,1.00,haplolethal
0.150,0.5,0.5,6.0,linear,0,haplolethal
0.150,0.65,0.5,6.0,linear,0,haplolethal
0.150,0.8,0.5,6.0,linear,0,haplolethal
0.150,0.95,0.5,6.0,linear,0,haplolethal
0.150,1.1,0.5,6.0,linear,0,haplolethal
0.150,1.25,0.5,6.0,linear,0,haplolethal
0.150,1.4,0.5,6.0,linear,0,haplolethal
0.150,1.55,0.5,6.0,linear,0,haplolethal
0.150,1.7,0.5,6.0,linear,0,haplolethal
0.150,1.85,0.5,6.0,linear,0,haplolethal
0.150,2.0,0.5,6.0,linear,0,haplolethal
0.150,2.15,0.5,6.0,linear,0,haplolethal
0.150,2.3,0.5,6.0,linear,1.00,haplolethal
0.150,2.45,0.5,6.0,linear,1.00,haplolethal
0.150,2.6,0.5,6.0,linear,1.00,haplolethal
0.150,2.75,0.5,6.0,linear,1.00,haplolethal
0.150,2.9,0.5,6.0,linear,1.00,haplolethal
0.150,3.05,0.5,6.0,linear,1.00,haplolethal
0.150,3.2,0.5,6.0,linear,1.00,haplolethal
0.150,3.35,0.5,6.0,linear,1.00,haplolethal
0.150,3.5,0.5,6.0,linear,1.00,haplolethal
0.175,0.5,0.5,6.0,linear,0,haplolethal
0.175,0.65,0.5,6.0,linear,0,haplolethal
0.175,0.8,0.5,6.0,linear,0,haplolethal
0.175,0.95,0.5,6.0,linear,0,haplolethal
0.175,1.1,0.5,6.0,linear,0,haplolethal
0.175,1.25,0.5,6.0,linear,0,haplolethal
0.175,1.4,0.5,6.0,linear,0,haplolethal
0.175,1.55,0.5,6.0,linear,0,haplolethal
0.175,1.7,0.5,6.0,linear,0,haplolethal
0.175,1.85,0.5,6.0,linear,0,haplolethal
0.175,2.0,0.5,6.0,linear,0,haplolethal
0.175,2.15,0.5,6.0,linear,1.00,haplolethal
0.175,2.3,0.5,6.0,linear,1.00,haplolethal
0.175,2.45,0.5,6.0,linear,1.00,haplolethal
0.175,2.6,0.5,6.0,linear,1.00,haplolethal
0.175,2.75,0.5,6.0,linear,1.00,haplolethal
0.175,2.9,0.5,6.0,linear,1.00,haplolethal
0.175,3.05,0.5,6.0,linear,1.00,haplolethal
0.175,3.2,0.5,6.0,linear,1.00,haplolethal
0.175,3.35,0.5,6.0,linear,1.00,haplolethal
0.175,3.5,0.5,6.0,linear,1.00,haplolethal
0.200,0.5,0.5,6.0,linear,0,haplolethal
0.200,0.65,0.5,6.0,linear,0,haplolethal
0.200,0.8,0.5,6.0,linear,0,haplolethal
0.200,0.95,0.5,6.0,linear,0,haplolethal
0.200,1.1,0.5,6.0,linear,0,haplolethal
0.200,1.25,0.5,6.0,linear,0,haplolethal
0.200,1.4,0.5,6.0,linear,0,haplolethal
0.200,1.55,0.5,6.0,linear,0,haplolethal
0.200,1.7,0.5,6.0,linear,0,haplolethal
0.200,1.85,0.5,6.0,linear,0,haplolethal
0.200,2.0,0.5,6.0,linear,1.00,haplolethal
0.200,2.15,0.5,6.0,linear,1.00,haplolethal
0.200,2.3,0.5,6.0,linear,1.00,haplolethal
0.200,2.45,0.5,6.0,linear,1.00,haplolethal
0.200,2.6,0.5,6.0,linear,1.00,haplolethal
0.200,2.75,0.5,6.0,linear,1.00,haplolethal
0.200,2.9,0.5,6.0,linear,1.00,haplolethal
0.200,3.05,0.5,6.0,linear,1.00,haplolethal
0.200,3.2,0.5,6.0,linear,1.00,haplolethal
0.200,3.35,0.5,6.0,linear,1.00,haplolethal
0.200,3.5,0.5,6.0,linear,1.00,haplolethal
0.225,0.5,0.5,6.0,linear,0,haplolethal
0.225,0.65,0.5,6.0,linear,0,haplolethal
0.225,0.8,0.5,6.0,linear,0,haplolethal
0.225,0.95,0.5,6.0,linear,0,haplolethal
0.225,1.1,0.5,6.0,linear,0,haplolethal
0.225,1.25,0.5,6.0,linear,0,haplolethal
0.225,1.4,0.5,6.0,linear,0,haplolethal
0.225,1.55,0.5,6.0,linear,0,haplolethal
0.225,1.7,0.5,6.0,linear,0,haplolethal
0.225,1.85,0.5,6.0,linear,.90,haplolethal
0.225,2.0,0.5,6.0,linear,1.00,haplolethal
0.225,2.15,0.5,6.0,linear,1.00,haplolethal
0.225,2.3,0.5,6.0,linear,1.00,haplolethal
0.225,2.45,0.5,6.0,linear,1.00,haplolethal
0.225,2.6,0.5,6.0,linear,1.00,haplolethal
0.225,2.75,0.5,6.0,linear,1.00,haplolethal
0.225,2.9,0.5,6.0,linear,1.00,haplolethal
0.225,3.05,0.5,6.0,linear,1.00,haplolethal
0.225,3.2,0.5,6.0,linear,1.00,haplolethal
0.225,3.35,0.5,6.0,linear,1.00,haplolethal
0.225,3.5,0.5,6.0,linear,1.00,haplolethal
0.250,0.5,0.5,6.0,linear,0,haplolethal
0.250,0.65,0.5,6.0,linear,0,haplolethal
0.250,0.8,0.5,6.0,linear,0,haplolethal
0.250,0.95,0.5,6.0,linear,0,haplolethal
0.250,1.1,0.5,6.0,linear,0,haplolethal
0.250,1.25,0.5,6.0,linear,0,haplolethal
0.250,1.4,0.5,6.0,linear,0,haplolethal
0.250,1.55,0.5,6.0,linear,0,haplolethal
0.250,1.7,0.5,6.0,linear,0,haplolethal
0.250,1.85,0.5,6.0,linear,1.00,haplolethal
0.250,2.0,0.5,6.0,linear,1.00,haplolethal
0.250,2.15,0.5,6.0,linear,1.00,haplolethal
0.250,2.3,0.5,6.0,linear,1.00,haplolethal
0.250,2.45,0.5,6.0,linear,1.00,haplolethal
0.250,2.6,0.5,6.0,linear,1.00,haplolethal
0.250,2.75,0.5,6.0,linear,1.00,haplolethal
0.250,2.9,0.5,6.0,linear,1.00,haplolethal
0.250,3.05,0.5,6.0,linear,1.00,haplolethal
0.250,3.2,0.5,6.0,linear,1.00,haplolethal
0.250,3.35,0.5,6.0,linear,1.00,haplolethal
0.250,3.5,0.5,6.0,linear,1.00,haplolethal
0.275,0.5,0.5,6.0,linear,0,haplolethal
0.275,0.65,0.5,6.0,linear,0,haplolethal
0.275,0.8,0.5,6.0,linear,0,haplolethal
0.275,0.95,0.5,6.0,linear,0,haplolethal
0.275,1.1,0.5,6.0,linear,0,haplolethal
0.275,1.25,0.5,6.0,linear,0,haplolethal
0.275,1.4,0.5,6.0,linear,0,haplolethal
0.275,1.55,0.5,6.0,linear,0,haplolethal
0.275,1.7,0.5,6.0,linear,1.00,haplolethal
0.275,1.85,0.5,6.0,linear,1.00,haplolethal
0.275,2.0,0.5,6.0,linear,1.00,haplolethal
0.275,2.15,0.5,6.0,linear,1.00,haplolethal
0.275,2.3,0.5,6.0,linear,1.00,haplolethal
0.275,2.45,0.5,6.0,linear,1.00,haplolethal
0.275,2.6,0.5,6.0,linear,1.00,haplolethal
0.275,2.75,0.5,6.0,linear,1.00,haplolethal
0.275,2.9,0.5,6.0,linear,1.00,haplolethal
0.275,3.05,0.5,6.0,linear,1.00,haplolethal
0.275,3.2,0.5,6.0,linear,1.00,haplolethal
0.275,3.35,0.5,6.0,linear,1.00,haplolethal
0.275,3.5,0.5,6.0,linear,1.00,haplolethal
0.300,0.5,0.5,6.0,linear,0,haplolethal
0.300,0.65,0.5,6.0,linear,0,haplolethal
0.300,0.8,0.5,6.0,linear,0,haplolethal
0.300,0.95,0.5,6.0,linear,0,haplolethal
0.300,1.1,0.5,6.0,linear,0,haplolethal
0.300,1.25,0.5,6.0,linear,0,haplolethal
0.300,1.4,0.5,6.0,linear,0,haplolethal
0.300,1.55,0.5,6.0,linear,1.00,haplolethal
0.300,1.7,0.5,6.0,linear,1.00,haplolethal
0.300,1.85,0.5,6.0,linear,1.00,haplolethal
0.300,2.0,0.5,6.0,linear,1.00,haplolethal
0.300,2.15,0.5,6.0,linear,1.00,haplolethal
0.300,2.3,0.5,6.0,linear,1.00,haplolethal
0.300,2.45,0.5,6.0,linear,1.00,haplolethal
0.300,2.6,0.5,6.0,linear,1.00,haplolethal
0.300,2.75,0.5,6.0,linear,1.00,haplolethal
0.300,2.9,0.5,6.0,linear,1.00,haplolethal
0.300,3.05,0.5,6.0,linear,1.00,haplolethal
0.300,3.2,0.5,6.0,linear,1.00,haplolethal
0.300,3.35,0.5,6.0,linear,1.00,haplolethal
0.300,3.5,0.5,6.0,linear,1.00,haplolethal
0.325,0.5,0.5,6.0,linear,0,haplolethal
0.325,0.65,0.5,6.0,linear,0,haplolethal
0.325,0.8,0.5,6.0,linear,0,haplolethal
0.325,0.95,0.5,6.0,linear,0,haplolethal
0.325,1.1,0.5,6.0,linear,0,haplolethal
0.325,1.25,0.5,6.0,linear,0,haplolethal
0.325,1.4,0.5,6.0,linear,.60,haplolethal
0.325,1.55,0.5,6.0,linear,1.00,haplolethal
0.325,1.7,0.5,6.0,linear,1.00,haplolethal
0.325,1.85,0.5,6.0,linear,1.00,haplolethal
0.325,2.0,0.5,6.0,linear,1.00,haplolethal
0.325,2.15,0.5,6.0,linear,1.00,haplolethal
0.325,2.3,0.5,6.0,linear,1.00,haplolethal
0.325,2.45,0.5,6.0,linear,1.00,haplolethal
0.325,2.6,0.5,6.0,linear,1.00,haplolethal
0.325,2.75,0.5,6.0,linear,1.00,haplolethal
0.325,2.9,0.5,6.0,linear,1.00,haplolethal
0.325,3.05,0.5,6.0,linear,1.00,haplolethal
0.325,3.2,0.5,6.0,linear,1.00,haplolethal
0.325,3.35,0.5,6.0,linear,1.00,haplolethal
0.325,3.5,0.5,6.0,linear,1.00,haplolethal
0.350,0.5,0.5,6.0,linear,0,haplolethal
0.350,0.65,0.5,6.0,linear,0,haplolethal
0.350,0.8,0.5,6.0,linear,0,haplolethal
0.350,0.95,0.5,6.0,linear,0,haplolethal
0.350,1.1,0.5,6.0,linear,0,haplolethal
0.350,1.25,0.5,6.0,linear,0,haplolethal
0.350,1.4,0.5,6.0,linear,1.00,haplolethal
0.350,1.55,0.5,6.0,linear,1.00,haplolethal
0.350,1.7,0.5,6.0,linear,1.00,haplolethal
0.350,1.85,0.5,6.0,linear,1.00,haplolethal
0.350,2.0,0.5,6.0,linear,1.00,haplolethal
0.350,2.15,0.5,6.0,linear,1.00,haplolethal
0.350,2.3,0.5,6.0,linear,1.00,haplolethal
0.350,2.45,0.5,6.0,linear,1.00,haplolethal
0.350,2.6,0.5,6.0,linear,1.00,haplolethal
0.350,2.75,0.5,6.0,linear,1.00,haplolethal
0.350,2.9,0.5,6.0,linear,1.00,haplolethal
0.350,3.05,0.5,6.0,linear,1.00,haplolethal
0.350,3.2,0.5,6.0,linear,1.00,haplolethal
0.350,3.35,0.5,6.0,linear,1.00,haplolethal
0.350,3.5,0.5,6.0,linear,1.00,haplolethal
0.375,0.5,0.5,6.0,linear,0,haplolethal
0.375,0.65,0.5,6.0,linear,0,haplolethal
0.375,0.8,0.5,6.0,linear,0,haplolethal
0.375,0.95,0.5,6.0,linear,0,haplolethal
0.375,1.1,0.5,6.0,linear,0,haplolethal
0.375,1.25,0.5,6.0,linear,1.00,haplolethal
0.375,1.4,0.5,6.0,linear,1.00,haplolethal
0.375,1.55,0.5,6.0,linear,1.00,haplolethal
0.375,1.7,0.5,6.0,linear,1.00,haplolethal
0.375,1.85,0.5,6.0,linear,1.00,haplolethal
0.375,2.0,0.5,6.0,linear,1.00,haplolethal
0.375,2.15,0.5,6.0,linear,1.00,haplolethal
0.375,2.3,0.5,6.0,linear,1.00,haplolethal
0.375,2.45,0.5,6.0,linear,1.00,haplolethal
0.375,2.6,0.5,6.0,linear,1.00,haplolethal
0.375,2.75,0.5,6.0,linear,1.00,haplolethal
0.375,2.9,0.5,6.0,linear,1.00,haplolethal
0.375,3.05,0.5,6.0,linear,1.00,haplolethal
0.375,3.2,0.5,6.0,linear,1.00,haplolethal
0.375,3.35,0.5,6.0,linear,1.00,haplolethal
0.375,3.5,0.5,6.0,linear,1.00,haplolethal
0.400,0.5,0.5,6.0,linear,0,haplolethal
0.400,0.65,0.5,6.0,linear,0,haplolethal
0.400,0.8,0.5,6.0,linear,0,haplolethal
0.400,0.95,0.5,6.0,linear,0,haplolethal
0.400,1.1,0.5,6.0,linear,.60,haplolethal
0.400,1.25,0.5,6.0,linear,1.00,haplolethal
0.400,1.4,0.5,6.0,linear,1.00,haplolethal
0.400,1.55,0.5,6.0,linear,1.00,haplolethal
0.400,1.7,0.5,6.0,linear,1.00,haplolethal
0.400,1.85,0.5,6.0,linear,1.00,haplolethal
0.400,2.0,0.5,6.0,linear,1.00,haplolethal
0.400,2.15,0.5,6.0,linear,1.00,haplolethal
0.400,2.3,0.5,6.0,linear,1.00,haplolethal
0.400,2.45,0.5,6.0,linear,1.00,haplolethal
0.400,2.6,0.5,6.0,linear,1.00,haplolethal
0.400,2.75,0.5,6.0,linear,1.00,haplolethal
0.400,2.9,0.5,6.0,linear,1.00,haplolethal
0.400,3.05,0.5,6.0,linear,1.00,haplolethal
0.400,3.2,0.5,6.0,linear,1.00,haplolethal
0.400,3.35,0.5,6.0,linear,1.00,haplolethal
0.400,3.5,0.5,6.0,linear,1.00,haplolethal
0.425,0.5,0.5,6.0,linear,0,haplolethal
0.425,0.65,0.5,6.0,linear,0,haplolethal
0.425,0.8,0.5,6.0,linear,0,haplolethal
0.425,0.95,0.5,6.0,linear,0,haplolethal
0.425,1.1,0.5,6.0,linear,1.00,haplolethal
0.425,1.25,0.5,6.0,linear,1.00,haplolethal
0.425,1.4,0.5,6.0,linear,1.00,haplolethal
0.425,1.55,0.5,6.0,linear,1.00,haplolethal
0.425,1.7,0.5,6.0,linear,1.00,haplolethal
0.425,1.85,0.5,6.0,linear,1.00,haplolethal
0.425,2.0,0.5,6.0,linear,1.00,haplolethal
0.425,2.15,0.5,6.0,linear,1.00,haplolethal
0.425,2.3,0.5,6.0,linear,1.00,haplolethal
0.425,2.45,0.5,6.0,linear,1.00,haplolethal
0.425,2.6,0.5,6.0,linear,1.00,haplolethal
0.425,2.75,0.5,6.0,linear,1.00,haplolethal
0.425,2.9,0.5,6.0,linear,1.00,haplolethal
0.425,3.05,0.5,6.0,linear,1.00,haplolethal
0.425,3.2,0.5,6.0,linear,1.00,haplolethal
0.425,3.35,0.5,6.0,linear,1.00,haplolethal
0.425,3.5,0.5,6.0,linear,1.00,haplolethal
0.450,0.5,0.5,6.0,linear,0,haplolethal
0.450,0.65,0.5,6.0,linear,0,haplolethal
0.450,0.8,0.5,6.0,linear,0,haplolethal
0.450,0.95,0.5,6.0,linear,1.00,haplolethal
0.450,1.1,0.5,6.0,linear,1.00,haplolethal
0.450,1.25,0.5,6.0,linear,1.00,haplolethal
0.450,1.4,0.5,6.0,linear,1.00,haplolethal
0.450,1.55,0.5,6.0,linear,1.00,haplolethal
0.450,1.7,0.5,6.0,linear,1.00,haplolethal
0.450,1.85,0.5,6.0,linear,1.00,haplolethal
0.450,2.0,0.5,6.0,linear,1.00,haplolethal
0.450,2.15,0.5,6.0,linear,1.00,haplolethal
0.450,2.3,0.5,6.0,linear,1.00,haplolethal
0.450,2.45,0.5,6.0,linear,1.00,haplolethal
0.450,2.6,0.5,6.0,linear,1.00,haplolethal
0.450,2.75,0.5,6.0,linear,1.00,haplolethal
0.450,2.9,0.5,6.0,linear,1.00,haplolethal
0.450,3.05,0.5,6.0,linear,1.00,haplolethal
0.450,3.2,0.5,6.0,linear,1.00,haplolethal
0.450,3.35,0.5,6.0,linear,1.00,haplolethal
0.450,3.5,0.5,6.0,linear,1.00,haplolethal
0.475,0.5,0.5,6.0,linear,0,haplolethal
0.475,0.65,0.5,6.0,linear,0,haplolethal
0.475,0.8,0.5,6.0,linear,0,haplolethal
0.475,0.95,0.5,6.0,linear,1.00,haplolethal
0.475,1.1,0.5,6.0,linear,1.00,haplolethal
0.475,1.25,0.5,6.0,linear,1.00,haplolethal
0.475,1.4,0.5,6.0,linear,1.00,haplolethal
0.475,1.55,0.5,6.0,linear,1.00,haplolethal
0.475,1.7,0.5,6.0,linear,1.00,haplolethal
0.475,1.85,0.5,6.0,linear,1.00,haplolethal
0.475,2.0,0.5,6.0,linear,1.00,haplolethal
0.475,2.15,0.5,6.0,linear,1.00,haplolethal
0.475,2.3,0.5,6.0,linear,1.00,haplolethal
0.475,2.45,0.5,6.0,linear,1.00,haplolethal
0.475,2.6,0.5,6.0,linear,1.00,haplolethal
0.475,2.75,0.5,6.0,linear,1.00,haplolethal
0.475,2.9,0.5,6.0,linear,1.00,haplolethal
0.475,3.05,0.5,6.0,linear,1.00,haplolethal
0.475,3.2,0.5,6.0,linear,1.00,haplolethal
0.475,3.35,0.5,6.0,linear,1.00,haplolethal
0.475,3.5,0.5,6.0,linear,1.00,haplolethal
0.500,0.5,0.5,6.0,linear,0,haplolethal
0.500,0.65,0.5,6.0,linear,0,haplolethal
0.500,0.8,0.5,6.0,linear,1.00,haplolethal
0.500,0.95,0.5,6.0,linear,1.00,haplolethal
0.500,1.1,0.5,6.0,linear,1.00,haplolethal
0.500,1.25,0.5,6.0,linear,1.00,haplolethal
0.500,1.4,0.5,6.0,linear,1.00,haplolethal
0.500,1.55,0.5,6.0,linear,1.00,haplolethal
0.500,1.7,0.5,6.0,linear,1.00,haplolethal
0.500,1.85,0.5,6.0,linear,1.00,haplolethal
0.500,2.0,0.5,6.0,linear,1.00,haplolethal
0.500,2.15,0.5,6.0,linear,1.00,haplolethal
0.500,2.3,0.5,6.0,linear,1.00,haplolethal
0.500,2.45,0.5,6.0,linear,1.00,haplolethal
0.500,2.6,0.5,6.0,linear,1.00,haplolethal
0.500,2.75,0.5,6.0,linear,1.00,haplolethal
0.500,2.9,0.5,6.0,linear,1.00,haplolethal
0.500,3.05,0.5,6.0,linear,1.00,haplolethal
0.500,3.2,0.5,6.0,linear,1.00,haplolethal
0.500,3.35,0.5,6.0,linear,1.00,haplolethal
0.500,3.5,0.5,6.0,linear,1.00,haplolethal
1.26E-01,2.5,0.5,6.0,linear,0,normal
1.26E-01,2.65,0.5,6.0,linear,0,normal
1.26E-01,2.8,0.5,6.0,linear,0,normal
1.26E-01,2.95,0.5,6.0,linear,0,normal
1.26E-01,3.1,0.5,6.0,linear,0,normal
1.26E-01,3.25,0.5,6.0,linear,0,normal
1.26E-01,3.4,0.5,6.0,linear,0,normal
1.26E-01,3.55,0.5,6.0,linear,0,normal
1.26E-01,3.7,0.5,6.0,linear,0,normal
1.26E-01,3.85,0.5,6.0,linear,0,normal
1.26E-01,4.0,0.5,6.0,linear,0,normal
1.26E-01,4.15,0.5,6.0,linear,.65,normal
1.26E-01,4.3,0.5,6.0,linear,1.00,normal
1.26E-01,4.45,0.5,6.0,linear,1.00,normal
1.26E-01,4.6,0.5,6.0,linear,1.00,normal
1.26E-01,4.75,0.5,6.0,linear,1.00,normal
1.26E-01,4.9,0.5,6.0,linear,1.00,normal
1.26E-01,5.05,0.5,6.0,linear,1.00,normal
1.26E-01,5.2,0.5,6.0,linear,1.00,normal
1.26E-01,5.35,0.5,6.0,linear,1.00,normal
1.26E-01,5.5,0.5,6.0,linear,1.00,normal
1.26E-02,2.5,0.5,6.0,linear,0,normal
1.26E-02,2.65,0.5,6.0,linear,0,normal
1.26E-02,2.8,0.5,6.0,linear,0,normal
1.26E-02,2.95,0.5,6.0,linear,0,normal
1.26E-02,3.1,0.5,6.0,linear,0,normal
1.26E-02,3.25,0.5,6.0,linear,0,normal
1.26E-02,3.4,0.5,6.0,linear,.50,normal
1.26E-02,3.55,0.5,6.0,linear,1.00,normal
1.26E-02,3.7,0.5,6.0,linear,1.00,normal
1.26E-02,3.85,0.5,6.0,linear,1.00,normal
1.26E-02,4.0,0.5,6.0,linear,1.00,normal
1.26E-02,4.15,0.5,6.0,linear,1.00,normal
1.26E-02,4.3,0.5,6.0,linear,1.00,normal
1.26E-02,4.45,0.5,6.0,linear,1.00,normal
1.26E-02,4.6,0.5,6.0,linear,1.00,normal
1.26E-02,4.75,0.5,6.0,linear,1.00,normal
1.26E-02,4.9,0.5,6.0,linear,1.00,normal
1.26E-02,5.05,0.5,6.0,linear,1.00,normal
1.26E-02,5.2,0.5,6.0,linear,1.00,normal
1.26E-02,5.35,0.5,6.0,linear,1.00,normal
1.26E-02,5.5,0.5,6.0,linear,1.00,normal
1.26E-03,2.5,0.5,6.0,linear,0,normal
1.26E-03,2.65,0.5,6.0,linear,0,normal
1.26E-03,2.8,0.5,6.0,linear,0,normal
1.26E-03,2.95,0.5,6.0,linear,0,normal
1.26E-03,3.1,0.5,6.0,linear,.40,normal
1.26E-03,3.25,0.5,6.0,linear,1.00,normal
1.26E-03,3.4,0.5,6.0,linear,1.00,normal
1.26E-03,3.55,0.5,6.0,linear,1.00,normal
1.26E-03,3.7,0.5,6.0,linear,1.00,normal
1.26E-03,3.85,0.5,6.0,linear,1.00,normal
1.26E-03,4.0,0.5,6.0,linear,1.00,normal
1.26E-03,4.15,0.5,6.0,linear,1.00,normal
